Host,IP,asn_registry,asn,asn_cidr,asn_description,asn_country_code,nets
bodic-hede-bazouges.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.24.0.0/13, 13.48.0.0/13, 13.56.0.0/14, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
bodiguel-bouaye.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.184.0.0/14, 15.179.0.0/16, 15.180.0.0/14, 15.188.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
boeffard-marquette-roulleaux-pontoise.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.24.0.0/13, 13.48.0.0/13, 13.56.0.0/14, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
boehler-hermann-plessis-belleville.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.32.0.0/12, 13.48.0.0/13, 13.24.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
bohn-launois.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.24.0.0/13, 13.32.0.0/12, 13.48.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
boillod-hassler.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.180.0.0/14, 15.179.0.0/16, 15.188.0.0/16, 15.184.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
boiron-montoux-bouilloux-gresysurisere.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
bois-samier-lyon.notaires.fr,5.196.207.219,ripencc,16276,5.196.0.0/16,"OVH, FR",FR,"[{'cidr': '5.196.207.208/28', 'name': 'engsystems', 'handle': 'OTC2-RIPE', 'range': '5.196.207.208 - 5.196.207.223', 'description': 'eng.systems ds', 'country': 'FR', 'state': None, 'city': None, 'address': 'OVH SAS\n2 rue Kellermann\n59100 Roubaix\nFrance', 'postal_code': None, 'emails': ['abuse@ovh.net'], 'created': '2015-02-09T11:14:07Z', 'updated': '2015-02-09T11:14:07Z'}, {'cidr': '5.196.0.0/16', 'name': None, 'handle': None, 'range': '5.196.0.0 - 5.196.255.255', 'description': 'OVH', 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2014-08-15T12:51:31Z', 'updated': '2014-08-15T12:51:31Z'}]"
boissay-courouble-bouton.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.48.0.0/13, 13.32.0.0/12, 13.56.0.0/14, 13.24.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
boissay-courouble-bouton-ledantecdivard-salbris.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.32.0.0/12, 13.24.0.0/13, 13.48.0.0/13, 13.56.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
boissiere-marchand-legall-pleyben.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.32.0.0/12, 13.56.0.0/14, 13.48.0.0/13, 13.24.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
boisumeau-coustau-ensisheim.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.188.0.0/16, 15.179.0.0/16, 15.184.0.0/14, 15.180.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
boitelle-sevestre-brill.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.24.0.0/13, 13.56.0.0/14, 13.32.0.0/12, 13.48.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
bomberault-cassier.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.188.0.0/16, 15.184.0.0/14, 15.179.0.0/16, 15.180.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'aws-rpki-routing-poc@amazon.com', 'abuse@amazonaws.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
bonef-et-biebow-ham.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.32.0.0/12, 13.56.0.0/14, 13.24.0.0/13, 13.48.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
bonelle-schwartz-fontainebleau.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.24.0.0/13, 13.32.0.0/12, 13.48.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
bonhomme-commentry.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.180.0.0/14, 15.188.0.0/16, 15.179.0.0/16, 15.184.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
bonhoure-eudenbach-dournazac.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.180.0.0/14, 15.179.0.0/16, 15.184.0.0/14, 15.188.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'aws-rpki-routing-poc@amazon.com', 'abuse@amazonaws.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
bonhoure-gaudin-marseille.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
bonichot-beaune.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.32.0.0/12, 13.24.0.0/13, 13.56.0.0/14, 13.48.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
bonichot-girard.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.179.0.0/16, 15.180.0.0/14, 15.188.0.0/16, 15.184.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
bonnafoux-degioanni-leon-oraison-lesmees.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.184.0.0/14, 15.188.0.0/16, 15.179.0.0/16, 15.180.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
bonnard-argent-sur-sauldre.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.48.0.0/13, 13.32.0.0/12, 13.24.0.0/13, 13.56.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
